ComponentType,Manufacturer,Model,PartNumber,SerialNumber,TMS System Type Description,E.164 Alias,TMS System Name,MasterSerialNumber,System Type,Cart Type,Unique ID,Facility,MEDICAL CENTER,IFCAPPONumber,POC,IP Address,Visn
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00702,TANDBERG Codec C20,9524023,V16.ALX.OPC.EDU.Natchitoches,F1AN42D00702,Room Based Video Conferencing System,Room Based Videoconferencing System,13064,667,SHREVEPORT VAMC,598-C15702,,10.129.123.26,16
Main codec camera,,Camera,,A1AT46D00329,,,,F1AN42D00702,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00704,,,,F1AN42D00704,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
Main codec camera,,Camera,,A1AT46D00219,,,,F1AN42D00704,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00708,TANDBERG Codec C20,9525222,V16.MUS.TBI.6.107,F1AN42D00708,Room Based Video Conferencing System,Room Based Videoconferencing System,12641,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.134.149.31,19
Main codec camera,,Camera,,A1AT06E00919,,,,F1AN42D00708,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,,19
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00712,TANDBERG Codec C20,9505479,V16.LIT.HRM.37.104.CNF,F1AN42D00712,Room Based Video Conferencing System,Room Based Videoconferencing System,5207,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,10.128.4.107,16
Main codec camera,,Camera,,A1AT46D00358,,,,F1AN42D00712,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00717,TANDBERG Codec C20,9524029,V16.ALX.OPC.JEN.HBPC,F1AN42D00717,Room Based Video Conferencing System,Room Based Videoconferencing System,19059,667,SHREVEPORT VAMC,598-C15702,,10.129.126.140,16
Main codec camera,,Camera,,A1AT46D00276,,,,F1AN42D00717,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00718,TANDBERG Codec C20,9525220,V16.MUS.OPC.EDU.Tulsa.239,F1AN42D00718,Room Based Video Conferencing System,Room Based Videoconferencing System,11417,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.134.150.206,19
Main codec camera,,Camera,,A1AT46D00269,,,,F1AN42D00718,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,,19
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00719,TANDBERG Codec C20,9525127,V16.LIT.TMH.NLR.170.1L156,F1AN42D00719,Room Based Video Conferencing System,Room Based Videoconferencing System,13895,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,10.128.4.86,16
Main codec camera,,Camera,,A1AT46D00342,,,,F1AN42D00719,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00720,TANDBERG Codec C20,9524810,V16.JAC.CRM.BlueClinic,F1AN42D00720,Room Based Video Conferencing System,Room Based Videoconferencing System,11395,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.130.13.52,16
Main codec camera,,Camera,,A1AT50D00327,,,,F1AN42D00720,Room Based Video Conferencing System,Room Based Videoconferencing System,,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00721,TANDBERG Codec C20,9524024,V16.ALX.OPC.TMH.Jennings.107,F1AN42D00721,Room Based Video Conferencing System,Room Based Videoconferencing System,13996,667,SHREVEPORT VAMC,598-C15702,,10.129.124.86,16
Main codec camera,,Camera,,A1AT46D00185,,,,F1AN42D00721,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00723,TANDBERG Codec C20,9505418,V16.SHR.OPC.TMH.Longview.D2,F1AN42D00723,Room Based Video Conferencing System,Room Based Videoconferencing System,11189,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,10.129.154.130,16
Main codec camera,,Camera,,A1AT46D00180,,,,F1AN42D00723,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00733,TANDBERG Codec C20,9525814,V16.SHR.EDU.Texarkana.109,F1AN42D00733,Room Based Video Conferencing System,Room Based Videoconferencing System,13155,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,10.129.156.133,16
Main codec camera,,Camera,,A1AT46D00267,,,,F1AN42D00733,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00736,,,,F1AN42D00736,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
Main codec camera,,Camera,,A1AT46D00278,,,,F1AN42D00736,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00739,TANDBERG Codec C20,9505404,V16.MUS.CRM.BHH.B1.406,F1AN42D00739,Room Based Video Conferencing System,Room Based Videoconferencing System,14912,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.134.149.15,19
Main codec camera,,Camera,,A1AT45D00233,,,,F1AN42D00739,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,,19
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00741,TANDBERG Codec C20,9524820,V16.JAC.OPC.EDU.McComb.2A,F1AN42D00741,Room Based Video Conferencing System,Room Based Videoconferencing System,14459,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.130.146.147,16
Main codec camera,,Camera,,A1AT46D00007,,,,F1AN42D00741,Room Based Video Conferencing System,Room Based Videoconferencing System,,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00742,TANDBERG Codec C20,9505426,V16.SHR.TMH.Monroe.116,F1AN42D00742,Room Based Video Conferencing System,Room Based Videoconferencing System,13028,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,10.129.152.132,16
Main codec camera,,Camera,,B1AB41D00243,,,,F1AN42D00742,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00743,TANDBERG Codec C20,9505272,V16.NOL.OPC.TMH.BatonRougeSo.44,F1AN42D00743,Room Based Video Conferencing System,Room Based Videoconferencing System,18057,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,10.131.97.41,16
Main codec camera,,Camera,,A1AT46D00234,,,,F1AN42D00743,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00744,TANDBERG Codec C20,9505453,V16.NOL.OPC.TMH.Anselmo.3.CNF,F1AN42D00744,Room Based Video Conferencing System,Room Based Videoconferencing System,15733,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,10.131.97.34,16
Main codec camera,,Camera,,A1AT46D00335,,,,F1AN42D00744,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00746,,,,F1AN42D00746,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,,16
Main codec camera,,Camera,,A1AT43D00129,,,,F1AN42D00746,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,SOUTHEAST LOUISIANA VETERANS HEALTH CARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00747,TANDBERG Codec C20,9524826,V16.JAC.EDU.OPC.Hattiesburg.MH.CRM2,F1AN42D00747,Room Based Video Conferencing System,Room Based Videoconferencing System,14577,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.130.144.151,16
Main codec camera,,Camera,,A1AT02E00423,,,,F1AN42D00747,Room Based Video Conferencing System,Room Based Videoconferencing System,,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00749,TANDBERG Codec C20,9514772,V20.PUG.PTN.100.1D108C,F1AN42D00749,Room Based Video Conferencing System,Room Based Videoconferencing System,13823,663,,,"Kuhn  M, Sean",10.161.7.17,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00751,,,,F1AN42D00751,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
Main codec camera,,Camera,,A1AT46D00324,,,,F1AN42D00751,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00767,TANDBERG Codec C20,9524035,V16.ALX.CVT.Nursing.CR,F1AN42D00767,Room Based Video Conferencing System,Room Based Videoconferencing System,20975,667,SHREVEPORT VAMC,598-C15702,,10.129.9.5,16
Main codec camera,,Camera,,A1AT46D00317,,,,F1AN42D00767,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00770,TANDBERG Codec C20,9524812,V16.JAC.CRM.B220.SurgicalConf,F1AN42D00770,Room Based Video Conferencing System,Room Based Videoconferencing System,11399,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.130.13.54,16
Main codec camera,,Camera,,A1AT46D00264,,,,F1AN42D00770,Room Based Video Conferencing System,Room Based Videoconferencing System,,586,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00778,TANDBERG Codec C20,9524021,V16.ALX.TMH.CRM.49.110,F1AN42D00778,Room Based Video Conferencing System,Room Based Videoconferencing System,12656,667,SHREVEPORT VAMC,598-C15702,,10.129.9.31,16
Main codec camera,,Camera,,A1AT29E00089,,,,F1AN42D00778,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00784,TANDBERG Codec C20,9505258,V16.SHR.TMH.10W2.Kelley,F1AN42D00784,Room Based Video Conferencing System,Room Based Videoconferencing System,11822,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,10.129.160.5,16
Main codec camera,,Camera,,A1AT24E00131,,,,F1AN42D00784,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,OVERTON BROOKS VA MEDICAL CENTER,598-C15720,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00787,TANDBERG Codec C20,9524032,V16.ALX.TMD.b3.r223,F1AN42D00787,Room Based Video Conferencing System,Room Based Videoconferencing System,20865,667,SHREVEPORT VAMC,598-C15702,,10.129.9.26,16
Main codec camera,,Camera,,A1AT46D00326,,,,F1AN42D00787,Room Based Video Conferencing System,Room Based Videoconferencing System,,667,SHREVEPORT VAMC,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00791,TANDBERG Codec C20,9525219,V16.MUS.CRM.JCME.107E,F1AN42D00791,Room Based Video Conferencing System,Room Based Videoconferencing System,11006,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,10.134.182.108,19
Main codec camera,,Camera,,A1AT45D00330,,,,F1AN42D00791,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,JACK C. MONTGOMERY VA MEDICAL CENTER,598-C15702,,,19
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN42D00804,,,,F1AN42D00804,Room Based Video Conferencing System,Room Based Videoconferencing System,,691,DEPARTMENT OF VETERANS AFFAIRS - LOS ANGELES,691-A10859,,,22
Main codec camera,,Camera,,A1AT51D00313,,,,F1AN42D00804,Room Based Video Conferencing System,Room Based Videoconferencing System,,691,DEPARTMENT OF VETERANS AFFAIRS - LOS ANGELES,691-A10859,,,22
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43B00145,TANDBERG Codec C20,9502166,V06.FNC.CBOC.JCK.GTH.R109,F1AN43B00145,Room Based Video Conferencing System,Room Based Videoconferencing System,7837,565,,,,10.55.209.153,
Main codec camera,,Camera,,B1AB45D00792,,,,F1AN43B00145,Room Based Video Conferencing System,Room Based Videoconferencing System,,565,,,,,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00044,TANDBERG Codec C20,9525153,V16.LIT.OPC.ELD.3,F1AN43D00044,Room Based Video Conferencing System,Room Based Videoconferencing System,19403,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,10.128.125.11,16
Main codec camera,,Camera,,A1AT46D00098,,,,F1AN43D00044,Room Based Video Conferencing System,Room Based Videoconferencing System,,598,CENTRAL ARKANSAS VETERANS HEALTHCARE SYSTEM,598-C15702,,,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00059,TANDBERG Codec C20,9518903,V22.SDC.TMH.CRM1.Rm4232,F1AN43D00059,Room Based Video Conferencing System,Room Based Videoconferencing System,19406,664,V22.SDC.TMH.Conf 1.Rm 4232,,,10.178.238.11,22
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00077,TANDBERG Codec C20,9524619,V16.HOU.OPC.EDU.Richmond.200.15,F1AN43D00077,Room Based Video Conferencing System,Room Based Videoconferencing System,13392,580,Michael E. DeBakey VA Medical Center - Houston,586-A10964,,10.133.4.196,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00080,TANDBERG Codec C20,9530062,V06.RIC.DPT.MED.CR,F1AN43D00080,Room Based Video Conferencing System,Room Based Videoconferencing System,10631,652,RICHMOND VA MEDICAL CENTER,487-A10087,,10.49.20.205,6
C-Series Codec,Cisco,C-40,CTS-INTP-C40-K9,F1AN43D00081,TANDBERG Codec C20,9546103,V04.COA.TMH.B2RmB34,F1AN43D00081,Room Based Video Conferencing System,Room Based Videoconferencing System,16387,542,COP INVENTORY - SHIPPED TO COATESVILLE --- IB CASE# 238407,101-C17380,,10.34.121.47,4
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00083,TANDBERG Codec C20,9503461,V09.MUR.NTH.BLDG2RMG12C,F1AN43D00083,Room Based Video Conferencing System,Room Based Videoconferencing System,10346,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.77.28.224,9
Main codec camera,,Camera,,A1AT45D00046,,,,F1AN43D00083,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00085,TANDBERG Codec C20,9502203,V06.RIC.DPT.MED.CTR.2K113,F1AN43D00085,Room Based Video Conferencing System,Room Based Videoconferencing System,10615,652,RICHMOND VA MEDICAL CENTER,487-A10087,,10.49.20.197,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00086,TANDBERG Codec C20,9536522,V09.TVH.TMH.CHAR.OPCrm320,F1AN43D00086,Room Based Video Conferencing System,Room Based Videoconferencing System,10509,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.78.92.197,9
Main codec camera,,Camera,,A1AT45D00091,,,,F1AN43D00086,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00088,TANDBERG Codec C20,9536514,V09.TVH.TMH.CLK.OPCrm106,F1AN43D00088,Room Based Video Conferencing System,Room Based Videoconferencing System,10511,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.78.249.222,9
Main codec camera,,Camera,,A1AT45D00022,,,,F1AN43D00088,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00090,TANDBERG Codec C20,9502183,V06.HAM.DPT.CVT.TRM.MBL.B43,F1AN43D00090,Room Based Video Conferencing System,Room Based Videoconferencing System,9123,590,HAMPTON VA MEDICAL CENTER,483-A10082,,10.48.60.41,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00092,TANDBERG Codec C20,9536506,V09.MUR.TMD.WELLNESS.BLDG2RMG12I,F1AN43D00092,Room Based Video Conferencing System,Room Based Videoconferencing System,10495,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.77.28.75,9
Main codec camera,,Camera,,A1AT45D00084,,,,F1AN43D00092,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00095,TANDBERG Codec C20,9502115,V06.BEC.TMH.TH2,F1AN43D00095,Room Based Video Conferencing System,Room Based Videoconferencing System,9064,517,Beckley VA Medical Center,483-A10085,,10.50.74.58,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00096,TANDBERG Codec C20,9507287,V21.PAL.TMH.SON.RM.104,F1AN43D00096,Room Based Video Conferencing System,Room Based Videoconferencing System,29232,640,,,,10.168.232.96,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00116,TANDBERG Codec C20,9503458,V09.TVH.TMH.CHATT.CONFRM,F1AN43D00116,Room Based Video Conferencing System,Room Based Videoconferencing System,10413,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.78.247.223,9
Main codec camera,,Camera,,A1AT45D00092,,,,F1AN43D00116,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00117,TANDBERG Codec C20,9530058,V06.SBY.PCC.RM4054.B3,F1AN43D00117,Room Based Video Conferencing System,Room Based Videoconferencing System,7147,659,SALISBURY VA MEDICAL CENTER,483-A10084,,10.51.105.26,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00120,TANDBERG Codec C20,9534374,V08.MIA.TMD.1.RM.B932,F1AN43D00120,Room Based Video Conferencing System,Room Based Videoconferencing System,14084,546,,,"Lewis D, Melvin",10.67.72.78,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00121,TANDBERG Codec C20,9502105,V06.ASH.CBOC.RTH.GTH.CONF.RM,F1AN43D00121,Room Based Video Conferencing System,Room Based Videoconferencing System,8328,637,ASHEVILLE VA MEDICAL CENTER,483-A10080,,10.50.192.220,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00122,TANDBERG Codec C20,9524626,V16.HOU.EDU.102.Tomball,F1AN43D00122,Room Based Video Conferencing System,Room Based Videoconferencing System,14042,580,Michael E. DeBakey VA Medical Center - Houston,586-A10964,,10.133.4.245,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00125,TANDBERG Codec C20,9536513,V09.TVH.TMH.MCMINN.CBOCrm143,F1AN43D00125,Room Based Video Conferencing System,Room Based Videoconferencing System,10417,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.78.91.9,9
Main codec camera,,Camera,,A1AT45D00082,,,,F1AN43D00125,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00129,,,,F1AN43D00129,Room Based Video Conferencing System,Room Based Videoconferencing System,,652,RICHMOND VA MEDICAL CENTER,487-A10087,,,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00132,TANDBERG Codec C20,9334394,V08.MIA.CRM.1.RM.1B174,F1AN43D00132,Room Based Video Conferencing System,Room Based Videoconferencing System,14234,546,,,"Lewis D, Melvin",10.67.72.83,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00133,TANDBERG Codec C20,9530040,V06.SBY.DPT.HCC.KRN.MHS.CLIN.RM2951,F1AN43D00133,Room Based Video Conferencing System,Room Based Videoconferencing System,10774,659,SALISBURY VA MEDICAL CENTER,483-A10084,,10.54.106.91,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00134,TANDBERG Codec C20,9505470,V16.JAC.TMD.HBPC.110,F1AN43D00134,Room Based Video Conferencing System,Room Based Videoconferencing System,30215,586,G.V. (Sonny) Montgomery VA Medical Center,586-A10964,,10.130.121.195,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00136,TANDBERG Codec C20,9536500,V09.TVH.TMH.CHATT.CONFRM153,F1AN43D00136,Room Based Video Conferencing System,Room Based Videoconferencing System,10412,626,MURFREESBORO VA MED CENTER,626-A19186,"Franklin L, Emily",10.78.247.200,9
Main codec camera,,Camera,,A1AT45D00064,,,,F1AN43D00136,Room Based Video Conferencing System,Room Based Videoconferencing System,,626,MURFREESBORO VA MED CENTER,626-A19186,,,9
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00141,TANDBERG Codec C20,9502200,V06.RIC.MHS.1E122.CR,F1AN43D00141,Room Based Video Conferencing System,Room Based Videoconferencing System,10612,652,RICHMOND VA MEDICAL CENTER,487-A10087,,10.49.20.194,6
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00145,TANDBERG Codec C20,9524620,V16.HOU.OPC.EXR.Galveston.143,F1AN43D00145,Room Based Video Conferencing System,Room Based Videoconferencing System,13410,580,Michael E. DeBakey VA Medical Center - Houston,586-A10964,,10.133.4.163,16
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00146,,,,F1AN43D00146,Room Based Video Conferencing System,Room Based Videoconferencing System,,,,,,,
Main codec camera,,Camera,,A1AT45D00365,,,,F1AN43D00146,Room Based Video Conferencing System,Room Based Videoconferencing System,,,,,,,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00150,TANDBERG Codec C20,9528289,V23.HOT.TMH.1,F1AN43D00150,Room Based Video Conferencing System,Room Based Videoconferencing System,2603,568,,,,10.109.54.21,
C-Series Codec,Cisco,C-20,CTS-QSC20-K9,F1AN43D00154,TANDBERG Codec C20,9502178,V06.HAM.PCC.GTH.Bldg110B.RmGA120,F1AN43D00154,Room Based Video Conferencing System,Room Based Videoconferencing System,7948,590,HAMPTON VA MEDICAL CENTER,483-A10082,,10.48.60.32,6
